expression,reading,meaning,tags,JLPT Level
ダイヤ,ダイヤ,(railway) schedule; diamond,JLPT JLPT_2 JLPT_3,3
太陽,たいよう,sun,JLPT JLPT_2 JLPT_3,3
平ら,たいら,"flatness, level, smooth",JLPT JLPT_2 JLPT_3,3
代理,だいり,"representation, proxy, deputy",JLPT JLPT_2 JLPT_3,3
大陸,たいりく,continent,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,3
倒す,たおす,"to throw down, to beat",JLPT JLPT_2 JLPT_3,3
タオル,タオル,(hand) towel,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,3
だが,だが,"but, however",JLPT JLPT_2 JLPT_3,3
互い,たがい,"mutual, each other",JLPT JLPT_2 JLPT_3,3
高める,たかめる,"to raise, to lift, to boost",JLPT JLPT_2 JLPT_3,3
宝,たから,treasure,JLPT JLPT_2 JLPT_3,3
宅,たく,"house, home",JLPT JLPT_2 JLPT_3,3
炊く,たく,"to boil, to cook",JLPT JLPT_2 JLPT_3,3
焚く,たく,"to burn, to kindle, to build a fire",JLPT JLPT_2 JLPT_3,3
抱く,だく,"to embrace, to hug",JLPT JLPT_2 JLPT_3,3
だけど,だけど,however,JLPT JLPT_2 JLPT_3,3
たしか,たしか,"certain, sure, if I remember correctly",JLPT JLPT_2 JLPT_3,3
確かめる,たしかめる,"to ascertain, to make sure",JLPT JLPT_2 JLPT_3,3
多少,たしょう,a little (same as 少し (すこし)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
助かる,たすかる,to be saved; (something) helps (v.i.),JLPT Intermediate_Japanese Genki_Ln.18 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4 Genki,3
助ける,たすける,"to help (v.t.), to save, to rescue",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.22 Intermediate_Japanese_Ln.3,3
ただ,ただ,free of charge; just (~); only (~),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9 Genki_Ln.23 Genki,3
只,ただ,"free of charge, mere, only",JLPT JLPT_2 JLPT_3,3
唯,ただ,"mere, sole, plain",JLPT JLPT_2 JLPT_3,3
戦い,たたかい,"battle, fight",JLPT JLPT_2 JLPT_3,3
戦う,たたかう,"to fight, to compete, to battle",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,3
叩く,たたく,"to strike, to beat",JLPT JLPT_2 JLPT_3,3
直ちに,ただちに,"at once, immediately",JLPT JLPT_2 JLPT_3,3
畳む,たたむ,to fold (clothes),JLPT JLPT_2 JLPT_3,3
立ち上がる,たちあがる,to stand up,JLPT JLPT_2 JLPT_3,3
立場,たちば,"standpoint, position, situation",JLPT JLPT_2 JLPT_3,3
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
経つ,たつ,(time) passes,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,3
達する,たっする,"to reach, to get to",JLPT JLPT_2 JLPT_3,3
唯,たった,"only, just",JLPT JLPT_2 JLPT_3,3
だって,だって,"but, because, even",JLPT JLPT_2 JLPT_3,3
たっぷり,たっぷり,"full, in plenty, ample",JLPT JLPT_2 JLPT_3,3
たとえ,たとえ,"even if, no matter, though",JLPT JLPT_2 JLPT_3,3
谷,たに,valley,JLPT JLPT_2 JLPT_3,3
他人,たにん,"unrelated person, stranger",JLPT JLPT_2 JLPT_3,3
種,たね,seed; material; cause,JLPT JLPT_2 JLPT_3,3
束,たば,"bunch, bundle",JLPT JLPT_2 JLPT_3,3
足袋,たび,Japanese socks (with split toe),JLPT JLPT_2 JLPT_3,3
度,たび,counter for occurrences,JLPT JLPT_2 JLPT_3,3
旅,たび,"travel, trip, journey",JLPT JLPT_2 JLPT_3,3
たびたび,たびたび,"often, repeatedly, frequently",JLPT JLPT_2 JLPT_3,3
玉,たま,"ball, sphere, coin",JLPT JLPT_2 JLPT_3,3
球,たま,"globe, sphere, ball",JLPT JLPT_2 JLPT_3,3
弾,たま,"bullet, shot",JLPT JLPT_2 JLPT_3,3
偶,たま,"even number, couple, friend",JLPT JLPT_2 JLPT_3,3
騙す,だます,"to trick, to cheat, to deceive",JLPT JLPT_2 JLPT_3,3
偶々,たまたま,"unexpectedly, accidentally, by chance",JLPT JLPT_2 JLPT_3,3
たまらない,たまらない,"intolerable, unbearable, unendurable",JLPT JLPT_2 JLPT_3,3
溜まる,たまる,"to collect, to gather, to accumulate",JLPT JLPT_2 JLPT_3,3
黙る,だまる,to be silent,JLPT JLPT_2 JLPT_3,3
試し,ためし,"trial, test",JLPT JLPT_2 JLPT_3,3
試す,ためす,"to attempt, to test",JLPT JLPT_2 JLPT_3,3
溜める,ためる,"to accumulate, to collect",JLPT JLPT_2 JLPT_3,3
便り,たより,"news, correspondence, letter",JLPT JLPT_2 JLPT_3,3
頼る,たよる,"to rely on, to have recourse to, to depend on",JLPT JLPT_2 JLPT_3,3
段,だん,"step, stair, grade",JLPT JLPT_2 JLPT_3,3
単位,たんい,"credit (for a course in school); unit, denomination",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,3
単語,たんご,word; vocabulary,JLPT JLPT_3 JLPT_2 Genki_Ln.9 Genki,3
男子,だんし,young man,JLPT JLPT_2 JLPT_3,3
単純,たんじゅん,simplicity,JLPT JLPT_2 JLPT_3,3
誕生,たんじょう,birth,JLPT JLPT_2 JLPT_3,3
ダンス,ダンス,dance,JLPT JLPT_2 JLPT_3,3
団体,だんたい,"organization, association",JLPT JLPT_2 JLPT_3,3
担当,たんとう,(in) charge,JLPT JLPT_2 JLPT_3,3
単なる,たんなる,"mere, simple, sheer",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,3
単に,たんに,"simply, merely",JLPT JLPT_2 JLPT_3,3
地,ち,earth,JLPT JLPT_2 JLPT_3,3
地位,ちい,"(social) position, status",JLPT JLPT_2 JLPT_3,3
地域,ちいき,"area, region",JLPT JLPT_2 JLPT_3,3
チーズ,チーズ,cheese,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,3
チーム,チーム,team,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,3
知恵,ちえ,"wisdom, wit, intelligence",JLPT JLPT_2 JLPT_3,3
地下,ちか,"basement, underground",JLPT JLPT_2 JLPT_3,3
違い,ちがい,"difference, discrepancy",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,3
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain",JLPT JLPT_2 JLPT_3,3
近頃,ちかごろ,"lately, recently, nowadays",JLPT JLPT_2 JLPT_3,3
地球,ちきゅう,the earth,JLPT JLPT_2 JLPT_3,3
地区,ちく,"district, section",JLPT JLPT_2 JLPT_3,3
遅刻,ちこく,"lateness, late coming",JLPT JLPT_2 JLPT_3,3
知事,ちじ,prefectural governor,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,3
知識,ちしき,"knowledge, information",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,3
父親,ちちおや,father,JLPT JLPT_2 JLPT_3,3
知能,ちのう,"intelligence, brains",JLPT JLPT_2 JLPT_3,3
地平線,ちへいせん,horizon,JLPT JLPT_2 JLPT_3,3
地方,ちほう,"area, locality, region",JLPT JLPT_2 JLPT_3,3
茶,ちゃ,tea,JLPT JLPT_2 JLPT_3,3
チャンス,チャンス,"chance, opportunity",JLPT JLPT_2 JLPT_3,3
ちゃんと,ちゃんと,"perfectly, properly, exactly",JLPT JLPT_2 JLPT_3,3
中,ちゅう,"inside, middle, among",JLPT JLPT_2 JLPT_3,3
注,ちゅう,"annotation, explanatory note",JLPT JLPT_2 JLPT_3,3
中央,ちゅうおう,"central, center, middle",JLPT JLPT_2 JLPT_3,3
中学,ちゅうがく,"middle school, junior high school",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,3
中古,ちゅうこ,"used, second-hand",JLPT JLPT_2 JLPT_3,3
中止,ちゅうし,"suspension, stoppage, discontinuance",JLPT JLPT_2 JLPT_3,3
駐車,ちゅうしゃ,"parking (e.g., car)",JLPT JLPT_2 JLPT_3,3
昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,3
中心,ちゅうしん,"center, core",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
注目,ちゅうもく,"notice, attention, observation",JLPT JLPT_2 JLPT_3,3
注文,ちゅうもん,"order, request",JLPT JLPT_2 JLPT_3,3
長期,ちょうき,long time period,JLPT JLPT_2 JLPT_3,3
調査,ちょうさ,survey; investigation,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,3
調子,ちょうし,"condition, state, tune, tone",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,3
頂上,ちょうじょう,"top, summit, peak",JLPT JLPT_2 JLPT_3,3
ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,3
貯金,ちょきん,(bank) savings,JLPT JLPT_2 JLPT_3,3
直接,ちょくせつ,"direct, immediate, firsthand",JLPT JLPT_2 JLPT_3,3
著者,ちょしゃ,"author, writer",JLPT JLPT_2 JLPT_3,3
散らす,ちらす,"to scatter, to disperse, to distribute",JLPT JLPT_2 JLPT_3,3
散る,ちる,"to fall, to scatter (e.g., blossoms)",JLPT JLPT_2 JLPT_3,3
遂に,ついに,"finally, at last",JLPT JLPT_2 JLPT_3,3
通過,つうか,"passage through, passing",JLPT JLPT_2 JLPT_3,3
通貨,つうか,currency,JLPT JLPT_2 JLPT_3,3
通学,つうがく,commuting to school,JLPT JLPT_2 JLPT_3,3
通勤,つうきん,commuting to work,JLPT JLPT_2 JLPT_3,3
通行,つうこう,"passage, passing",JLPT JLPT_2 JLPT_3,3
通じる,つうじる,"to run to, to lead to, to communicate",JLPT JLPT_2 JLPT_3,3
通信,つうしん,"correspondence, communications",JLPT JLPT_2 JLPT_3,3
通訳,つうやく,interpretation; interpreter,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,3
捕まる,つかまる,to be arrested; to be caught,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,3
掴む,つかむ,"to seize, to catch, to grasp",JLPT JLPT_2 JLPT_3,3
疲れ,つかれ,"tiredness, fatigue",JLPT JLPT_2 JLPT_3,3
付き合い,つきあい,socialization; friendship; association,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,3
付合う,つきあう,"to associate with, to keep company with, to get on with",JLPT JLPT_2 JLPT_3,3
次々,つぎつぎ,"in succession, one by one",JLPT JLPT_2 JLPT_3,3
付く,つく,"to adjoin, to be attached, to adhere",JLPT JLPT_2 JLPT_3,3
就く,つく,"to settle in (place), to take (seat position), to study (under teacher)",JLPT JLPT_2 JLPT_3,3
突く,つく,"to thrust, to strike; to poke",JLPT JLPT_2 JLPT_3,3
次ぐ,つぐ,"to rank next to, to come after",JLPT JLPT_2 JLPT_3,3
注ぐ,つぐ,to pour (into),JLPT JLPT_2 JLPT_3,3
付ける,つける,"to attach, to join, to add",JLPT JLPT_2 JLPT_3,3
着ける,つける,"to put on, to wear; to draw up",JLPT JLPT_2 JLPT_3,3
伝わる,つたわる,"to be handed down, to be transmitted",JLPT JLPT_2 JLPT_3,3
土,つち,"earth, soil",JLPT JLPT_2 JLPT_3,3
続き,つづき,"sequel, continuation",JLPT JLPT_2 JLPT_3,3
包み,つつみ,"bundle, package",JLPT JLPT_2 JLPT_3,3
勤め,つとめ,"work, employment",JLPT JLPT_2 JLPT_3,3
務め,つとめ,duty,JLPT JLPT_2 JLPT_3,3
繋がる,つながる,"to be connected to, to be related to",JLPT JLPT_2 JLPT_3,3
繋ぐ,つなぐ,"to tie, to fasten, to connect",JLPT JLPT_2 JLPT_3,3
繋げる,つなげる,to connect,JLPT JLPT_2 JLPT_3,3
常に,つねに,always (same as いつも) (written expression),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,3
翼,つばさ,wings,JLPT JLPT_2 JLPT_3,3
つまり,つまり,namely; in other words; in short,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,3
罪,つみ,"crime, fault, indiscretion",JLPT JLPT_2 JLPT_3,3
積む,つむ,"to pile up, to stack",JLPT JLPT_2 JLPT_3,3
詰める,つめる,"to pack, to shorten, to work out (details)",JLPT JLPT_2 JLPT_3,3
積もる,つもる,to pile up,JLPT JLPT_2 JLPT_3,3
梅雨,つゆ,rainy season,JLPT JLPT_2 JLPT_3,3
辛い,つらい,"painful, heart-breaking",JLPT JLPT_2 JLPT_3,3
釣,つり,fishing,JLPT JLPT_2 JLPT_3,3
連れ,つれ,"companion, company",JLPT JLPT_2 JLPT_3,3
出,で,"outflow, coming (going) out, graduate (of)",JLPT JLPT_2 JLPT_3,3
出会い,であい,"meeting, rendezvous, encounter",JLPT JLPT_2 JLPT_3,3
出合い,であい,an encounter,JLPT JLPT_2 JLPT_3,3
出会う,であう,"to meet by chance, to come across, to happen to encounter",JLPT JLPT_2 JLPT_3,3
提案,ていあん,"proposal, proposition, suggestion",JLPT JLPT_2 JLPT_3,3
定期,ていき,fixed term,JLPT JLPT_2 JLPT_3,3
抵抗,ていこう,"resistance, opposition",JLPT JLPT_2 JLPT_3,3
提出,ていしゅつ,"presentation, submission, filing",JLPT JLPT_2 JLPT_3,3
停電,ていでん,failure of electricity,JLPT JLPT_2 JLPT_3,3
程度,ていど,"degree, amount, level",JLPT JLPT_2 JLPT_3,3
停留所,ていりゅうじょ,bus or tram stop,JLPT JLPT_2 JLPT_3,3
デート,デート,date (in the sense of 'social engagement' only),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5 Genki_Ln.3 Genki,3
敵,てき,"enemy, rival",JLPT JLPT_2 JLPT_3,3
出来事,できごと,"incident happening, event",JLPT JLPT_2 JLPT_3,3
適する,てきする,"to fit, to suit",JLPT JLPT_2 JLPT_3,3
適切,てきせつ,"appropriate, adequate, relevance",JLPT JLPT_2 JLPT_3,3
適度,てきど,moderate,JLPT JLPT_2 JLPT_3,3
適用,てきよう,applying,JLPT JLPT_2 JLPT_3,3
できれば,できれば,if possible…,JLPT JLPT_2 JLPT_3,3
手品,てじな,"conjuring trick, magic",JLPT JLPT_2 JLPT_3,3
ですから,ですから,therefore,JLPT JLPT_2 JLPT_3,3
鉄,てつ,iron,JLPT JLPT_2 JLPT_3,3
哲学,てつがく,philosophy,JLPT JLPT_2 JLPT_3,3
手伝い,てつだい,"help, helper, assistant",JLPT JLPT_2 JLPT_3,3
徹底,てってい,"thoroughness, completeness",JLPT JLPT_2 JLPT_3,3
鉄道,てつどう,railway; railroad,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
徹夜,てつや,"staying up all night, sleepless night",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,3
手間,てま,"time, labor",JLPT JLPT_2 JLPT_3,3
デモ,デモ,"demo, demonstration",JLPT JLPT_2 JLPT_3,3
典型,てんけい,"type, pattern, archetypal",JLPT JLPT_2 JLPT_3,3
天候,てんこう,weather,JLPT JLPT_2 JLPT_3,3
電子,でんし,electron; electronic,JLPT JLPT_2 JLPT_3,3
テント,テント,tent,JLPT JLPT_2 JLPT_3,3
伝統,でんとう,"tradition, convention",JLPT JLPT_2 JLPT_3,3
天然,てんねん,"nature, spontaneity",JLPT JLPT_2 JLPT_3,3
問い,とい,"question, query",JLPT JLPT_2 JLPT_3,3
党,とう,party (political),JLPT JLPT_2 JLPT_3,3
塔,とう,"tower, pagoda",JLPT JLPT_2 JLPT_3,3
答案,とうあん,"examination paper, examination script",JLPT JLPT_2 JLPT_3,3
同一,どういつ,"identity, sameness, similarity",JLPT JLPT_2 JLPT_3,3
銅貨,どうか,copper coin,JLPT JLPT_2 JLPT_3,3
当時,とうじ,"at that time, in those days (same as そのころ)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
動詞,どうし,verb,JLPT JLPT_2 JLPT_3,3
同時,どうじ,"simultaneous(ly), same time",JLPT JLPT_2 JLPT_3,3
どうしても,どうしても,"at any cost, no matter what, no matter how hard one tries",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,3
どうぞよろしく,どうぞよろしく,pleased to meet you,JLPT JLPT_2 JLPT_3,3
到着,とうちゃく,arrival,JLPT JLPT_2 JLPT_3,3
道徳,どうとく,morals,JLPT JLPT_2 JLPT_3,3
投票,とうひょう,"voting, poll",JLPT JLPT_2 JLPT_3,3
東洋,とうよう,Orient,JLPT JLPT_2 JLPT_3,3
同様,どうよう,"identical, same (kind), like",JLPT JLPT_2 JLPT_3,3
童謡,どうよう,"children's song, nursery rhyme",JLPT JLPT_2 JLPT_3,3
同僚,どうりょう,colleague; co-worker,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki Genki_Ln.21,3
道路,どうろ,road,JLPT JLPT_2 JLPT_3,3
通す,とおす,"to let pass, to overlook, to continue",JLPT JLPT_2 JLPT_3,3
通り過ぎる,とおりすぎる,"to pass, to pass through",JLPT JLPT_2 JLPT_3,3
都会,とかい,city,JLPT JLPT_2 JLPT_3,3
溶く,とく,to dissolve (paint),JLPT JLPT_2 JLPT_3,3
解く,とく,"to unfasten; answer, solve",JLPT JLPT_2 JLPT_3,3
退く,どく,"to retreat, to recede, to withdraw",JLPT JLPT_2 JLPT_3,3
毒,どく,"poison, toxicant",JLPT JLPT_2 JLPT_3,3
得意,とくい,"pride, triumph, prosperity",JLPT JLPT_2 JLPT_3,3
読書,どくしょ,reading,JLPT JLPT_2 JLPT_3,3
独身,どくしん,"single, unmarried",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,3
特徴,とくちょう,characteristic(s); feature(s); trait(s),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
特長,とくちょう,"forte, merit",JLPT JLPT_2 JLPT_3,3
独特,どくとく,"peculiarity, uniqueness, characteristic",JLPT JLPT_2 JLPT_3,3
独立,どくりつ,"independence (e.g., Ind. Day), self-support",JLPT JLPT_2 JLPT_3,3
溶ける,とける,"to melt, to thaw, to dissolve",JLPT JLPT_2 JLPT_3,3
解ける,とける,"to come untied, to come apart",JLPT JLPT_2 JLPT_3,3
どこか,どこか,"somewhere, anywhere",JLPT JLPT_2 JLPT_3,3
ところが,ところが,"however, while, even if",JLPT JLPT_2 JLPT_3,3
ところで,ところで,by the way; even if,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,3
登山,とざん,mountain-climbing,JLPT JLPT_2 JLPT_3,3
都市,とし,"town, city, urban",JLPT JLPT_2 JLPT_3,3
年月,としつき,months and years,JLPT JLPT_2 JLPT_3,3
図書,としょ,books,JLPT JLPT_2 JLPT_3,3
年寄,としより,"old people, the aged",JLPT JLPT_2 JLPT_3,3
閉じる,とじる,"to close (e.g., book, eyes), to shut",JLPT JLPT_2 JLPT_3,3
途端,とたん,"just (now, at the moment, etc.)",JLPT JLPT_2 JLPT_3,3
土地,とち,"plot of land, lot, soil",JLPT JLPT_2 JLPT_3,3
突然,とつぜん,"abruptly, suddenly, unexpectedly",JLPT JLPT_2 JLPT_3,3
トップ,トップ,top,JLPT JLPT_2 JLPT_3,3
届く,とどく,to reach,JLPT JLPT_2 JLPT_3,3
とにかく,とにかく,"anyhow, at any rate, anyway",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,3
飛ばす,とばす,"to skip over, to omit",JLPT JLPT_2 JLPT_3,3
飛び出す,とびだす,"to jump out, to rush out, to fly out",JLPT JLPT_2 JLPT_3,3
留める,とめる,"to fasten, to turn off, to detain",JLPT JLPT_2 JLPT_3,3
泊める,とめる,to have someone stay (over night) (v.t.),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,3
友,とも,"friend, companion, pal",JLPT JLPT_2 JLPT_3,3
共に,ともに,"sharing with, participate in",JLPT JLPT_2 JLPT_3,3
虎,とら,tiger,JLPT JLPT_2 JLPT_3,3
ドライブ,ドライブ,"drive, driving",JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,3
トラック,トラック,truck; (running) track,JLPT JLPT_2 JLPT_3,3
ドラマ,ドラマ,drama,JLPT JLPT_2 JLPT_3,3
トランプ,トランプ,playing cards (lit: trump),JLPT JLPT_2 JLPT_3,3
取り上げる,とりあげる,"to take up, to pick up; to confiscate",JLPT JLPT_2 JLPT_3,3
努力,どりょく,"great effort, exertion, endeavor",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,3
トレーニング,トレーニング,training,JLPT JLPT_2 JLPT_3,3
ドレス,ドレス,dress,JLPT JLPT_2 JLPT_3,3
取れる,とれる,"to come off, to be taken off",JLPT JLPT_2 JLPT_3,3
泥,どろ,mud,JLPT JLPT_2 JLPT_3,3
トン,トン,ton (1000 lbs.),JLPT JLPT_2 JLPT_3,3
とんでもない,とんでもない,"outrageous, No way!",JLPT JLPT_2 JLPT_3,3
どんなに,どんなに,"how, how much",JLPT JLPT_2 JLPT_3,3
トンネル,トンネル,tunnel,JLPT JLPT_2 JLPT_3,3
名,な,"name, reputation",JLPT JLPT_2 JLPT_3,3
内容,ないよう,"subject, contents, detail",JLPT JLPT_2 JLPT_3,3
なお,なお,"still, yet",JLPT JLPT_2 JLPT_3,3
仲,なか,"relation, relationship",JLPT JLPT_2 JLPT_3,3
流す,ながす,"to drain, to float, to shed (e.g., blood, tears)",JLPT JLPT_2 JLPT_3,3
半ば,なかば,"middle, halfway",JLPT JLPT_2 JLPT_3,3
仲間,なかま,"company, fellow, colleague, associate",JLPT JLPT_2 JLPT_3,3
中身,なかみ,content(s); substance,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
中味,なかみ,"contents, interior, filling",JLPT JLPT_2 JLPT_3,3
眺め,ながめ,scene; view; prospect; outlook,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
眺める,ながめる,"to view, to gaze at",JLPT JLPT_2 JLPT_3,3
流れ,ながれ,"stream, current",JLPT JLPT_2 JLPT_3,3
流れる,ながれる,"to flow, to be washed away",JLPT JLPT_2 JLPT_3,3
亡くす,なくす,to lose someone,JLPT JLPT_2 JLPT_3,3
殴る,なぐる,to strike; to hit; to punch,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,3
無し,なし,without,JLPT JLPT_2 JLPT_3,3
なぜなら,なぜなら,because,JLPT JLPT_2 JLPT_3,3
謎,なぞ,"riddle, puzzle, enigma",JLPT JLPT_2 JLPT_3,3
納得,なっとく,"consent, assent, understanding",JLPT JLPT_2 JLPT_3,3
何か,なにか,something,JLPT JLPT_3 JLPT_2 Genki_Ln.8 Genki,3
なにも,なにも,nothing,JLPT JLPT_2 JLPT_3,3
鍋,なべ,"saucepan, pot",JLPT JLPT_2 JLPT_3,3
生,なま,"raw, unprocessed",JLPT JLPT_2 JLPT_3,3
怠ける,なまける,"to be idle, to neglect",JLPT JLPT_2 JLPT_3,3
波,なみ,wave,JLPT JLPT_2 JLPT_3,3
涙,なみだ,tear,JLPT JLPT_2 JLPT_3,3
悩む,なやむ,"to agonize, to be troubled",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,3
鳴らす,ならす,"to ring, to sound",JLPT JLPT_2 JLPT_3,3
為る,なる,"to change, to be of use, to reach to",JLPT JLPT_2 JLPT_3,3
生る,なる,to bear fruit,JLPT JLPT_2 JLPT_3,3
馴れる,なれる,"to become domesticated, to become tame",JLPT JLPT_2 JLPT_3,3
縄,なわ,rope,JLPT JLPT_2 JLPT_3,3
何で,なんで,"Why, What for",JLPT JLPT_2 JLPT_3,3
何でも,なんでも,"by all means, everything",JLPT JLPT_2 JLPT_3,3
何とか,なんとか,"somehow, anyhow, one way or another",JLPT JLPT_2 JLPT_3,3
似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,3
煮える,にえる,"to boil, to cook, to be cooked",JLPT JLPT_2 JLPT_3,3
苦手,にがて,"poor (at), weak (in), dislike (of)",JLPT JLPT_2 JLPT_3,3
握る,にぎる,"to grasp, to seize, to mold sushi",JLPT JLPT_2 JLPT_3,3
日,にち,day,JLPT JLPT_2 JLPT_3,3
日常,にちじょう,"ordinary, regular, everyday",JLPT JLPT_2 JLPT_3,3
日光,にっこう,sunlight,JLPT JLPT_2 JLPT_3,3
日中,にっちゅう,"daytime, broad daylight",JLPT JLPT_2 JLPT_3,3
にっこり,にっこり,"smile sweetly, smile, grin",JLPT JLPT_2 JLPT_3,3
日本,にっぽん,Japan,JLPT JLPT_2 JLPT_3,3
日本,にほん,Japan,JLPT JLPT_3 JLPT_2 Genki_Ln.1 Genki,3
入場,にゅうじょう,"entrance, admission, entering",JLPT JLPT_2 JLPT_3,3
煮る,にる,"to boil, to cook",JLPT JLPT_2 JLPT_3,3
人気,にんき,popularity,JLPT JLPT_2 JLPT_3,3
人間,にんげん,"human being, person",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,3
抜く,ぬく,"to extract, to omit, to unplug",JLPT JLPT_2 JLPT_3,3
抜ける,ぬける,"to come out, to fall out, to be omitted",JLPT JLPT_2 JLPT_3,3
布,ぬの,cloth,JLPT JLPT_2 JLPT_3,3
濡らす,ぬらす,"to wet, to soak",JLPT JLPT_2 JLPT_3,3
根,ね,root,JLPT JLPT_2 JLPT_3,3
値,ね,"value, price, cost",JLPT JLPT_2 JLPT_3,3
願い,ねがい,"desire, wish, request",JLPT JLPT_2 JLPT_3,3
願う,ねがう,"to desire, to wish, to request",JLPT JLPT_2 JLPT_3,3
鼠,ねずみ,"mouse, rat",JLPT JLPT_2 JLPT_3,3
熱帯,ねったい,tropics,JLPT JLPT_2 JLPT_3,3
熱中,ねっちゅう,"enthusiasm, zeal, mania",JLPT JLPT_2 JLPT_3,3
年間,ねんかん,year,JLPT JLPT_2 JLPT_3,3
年月,ねんげつ,months and years,JLPT JLPT_2 JLPT_3,3
年中,ねんじゅう,"whole year, always, everyday",JLPT JLPT_2 JLPT_3,3
年代,ねんだい,"age, era, period",JLPT JLPT_2 JLPT_3,3
年齢,ねんれい,"age, years",JLPT JLPT_2 JLPT_3,3
野,の,field,JLPT JLPT_2 JLPT_3,3
能,のう,"being skilled in, nicely, properly",JLPT JLPT_2 JLPT_3,3
農家,のうか,"farmer, farm family",JLPT JLPT_2 JLPT_3,3
農業,のうぎょう,agriculture,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
農民,のうみん,"farmers, peasants",JLPT JLPT_2 JLPT_3,3
能力,のうりょく,"ability, faculty",JLPT JLPT_2 JLPT_3,3
ノー,ノー,no,JLPT JLPT_2 JLPT_3,3
軒,のき,eaves,JLPT JLPT_2 JLPT_3,3
